SentId,Word,POS,Tag
NaN,wala,VBTS,O
Sentence: 524,inay,FW,Humans_Body
NaN,ba,FW,O
NaN,khyaa,FW,O
NaN,kinatatakutan,VBTR,O
Sentence: 525,balahibo,VBW,Humans_Body
NaN,takot,JJD,O
NaN,khyaa,NNC,O
NaN,ngayong,RBW_CCP,O
NaN,liwanag,JJD,O
NaN,hindi,RBF,O
NaN,kita,VBTR,O
Sentence: 526,ano,PRQ_CCP,O
NaN,meron,VBH,O
NaN,isa,PRI_CCP,O
NaN,khyaa,JJD,O
NaN,takot,NNC,O
NaN,liwanag,NNC,O
NaN,ba,RBI,O
NaN,loob,NNC,O
NaN,hina,JJD,O
Sentence: 527,inay,FW,Humans_Body
NaN,ba,FW,O
NaN,khyaa,FW,O
NaN,kinatatakutan,VBTR,O
Sentence: 528,akda,NNC,Objects
NaN,durga,NNC,O
NaN,lal,FW,O
NaN,shrestha,FW,O
NaN,isa,PRI_CCP,O
NaN,sikat,JJD,O
NaN,kata,NNC,O
NaN,nepal,FW,O
NaN,bhasa,FW,O
NaN,nepali,FW,O
Sentence: 529,isa,PRI_CCP,O
NaN,guro,NNC,Humans_Body
NaN,nepal,FW,O
NaN,bhasa,FW,O
NaN,mandir,FW,Urban_Environment
NaN,higher,FW,O
NaN,secondary,FW,O
NaN,school,FW,Urban_Environment
NaN,noo,RBW_CCP,Humans_Body
NaN,shanggang,NNC_CCP,O
NaN,likha,VBAF,O
NaN,mga,DTCP,O
NaN,awit,NNC,O
NaN,pukaw,VBOF,O
NaN,mga,DTCP,O
NaN,bata,NNC,Humans_Body
NaN,hayag,VBOF,O
NaN,mga,DTCP,O
NaN,isip,NNC,O
NaN,sarili,NNC_CCP,Humans_Body
NaN,wika,NNC,O
Sentence: 530,kaniya,PRSP_CCP,O
NaN,mga,DTCP,O
NaN,kanta,NNC,O
NaN,kilala,VBTR,O
NaN,buo,PRI_CCP,O
NaN,kathmandu,FW,O
NaN,valley,FW,O
NaN,mga,DTCP,O
NaN,koleksyon,NNC,Objects
NaN,mga,DTCP,O
NaN,kanta,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,mga,DTCP,O
NaN,anak,NNC,Humans_Body
NaN,tuloy,RBD,O
NaN,ulit,RBD,O
NaN,ulit,RBW,O
NaN,limbag,VBTS_VBOF,O
Sentence: 531,illustrator,VBTR,Humans_Body
NaN,suman,FW,Objects
NaN,maharjan,FW,O
NaN,isa,PRI_CCP,O
NaN,damdam,JJD,O
NaN,visual,FW,O
NaN,artist,FW,Humans_Body
NaN,animator,FW,Humans_Body
NaN,freelance,FW,O
NaN,illustrator,FW,Humans_Body
NaN,nepal,FW,O
Sentence: 532,gustung,PRO_CCP,O
NaN,guhit,NNC,O
NaN,mga,DTCP,O
NaN,aklat,NNC,Objects
NaN,pambata,NNC,O
Sentence: 533,noo,RBW_CCP,Humans_Body
NaN,siyay,JJN,O
NaN,bata,NNC,Humans_Body
NaN,laki,JJD_CCP,O
NaN,hilig,NNC,O
NaN,character,FW,O
NaN,animation,FW,O
Sentence: 534,saya,JJD,Objects
NaN,iba,PRI_CCP,O
NaN,medium,FW,O
NaN,mga,DTCP,O
NaN,diy,FW,O
NaN,solution,FW,O
NaN,printmaking,FW,O
NaN,iskultura,NNC,Objects
Sentence: 535,mga,DTCP,O
NaN,salamat,RBS,O
NaN,nami,PRP_CCP,O
NaN,salamat,RBD,O
NaN,pagiging,RBD,O
NaN,bukas,RBD,O
NaN,durga,RBD,O
NaN,lal,RBD,O
NaN,shrestha,RBD,O
NaN,tanggap,VBOF,O
NaN,proyekto,NNC_CCP,O
Sentence: 536,isa,PRI_CCP,O
NaN,inspirasyon,NNC,O
NaN,sunod,VBTF,O
NaN,henerasyon,NNC,O
NaN,mga,DTCP,O
NaN,malikhaing,JJD_CCP,O
NaN,isip,NNC,O
Sentence: 537,isa,PRI_CCP,O
NaN,init,JJD,O
NaN,salamat,RBS,O
NaN,ilustrador,VBOL,Humans_Body
NaN,amber,FW,O
NaN,delahaye,FW,Transportation
NaN,stichting,FW,O
NaN,thang,FW,O
NaN,taguyod,VBTR,O
NaN,mga,DTCP,O
NaN,sanay,NNC,O
NaN,larawan,NNC,Objects
Sentence: 538,panghuli,JJD,O
NaN,aklat,NNC,Objects
NaN,hindi,RBF,O
NaN,igi,VBTF,O
NaN,posible,RBT,O
NaN,wala,VBN,O
NaN,suman,FW,Objects
NaN,suchita,FW,O
NaN,shrestha,FW,O
NaN,mga,DTCP,O
NaN,anak,NNC,Humans_Body
NaN,durga,NNC,O
NaN,lal,FW,O
NaN,shrestha,FW,O
NaN,kaniya,PRSP_CCP,O
NaN,asawa,NNC_CCP,Humans_Body
NaN,purnadevi,JJD,O
NaN,shrestha,FW,O
NaN,lagi,RBW_CCP,O
NaN,nasa,RBL,O
NaN,kaniya,PRSP_CCP,O
NaN,tabi,NNC,O
Sentence: 539,isa,PRI_CCP,O
NaN,umaga,RBW,Natural_Environment
NaN,botom,FW,O
NaN,kaniya,PRSP_CCP,O
NaN,ina,NNC,Humans_Body
NaN,tanim,VBTR,O
NaN,bukid,NNC,Natural_Environment
Sentence: 540,bigla,RBD_CCP,O
NaN,silang,PRP_CCP,Humans_Body
NaN,bata,JJD_CCP,Humans_Body
NaN,elepante,NNC,Animals
NaN,takbo,VBTR_VBAF,O
NaN,tungo,RBL,O
Sentence: 541,elepante,NNC,Animals
NaN,takbo,VBAF,O
NaN,tungo,RBL,O
NaN,bahay,NNC,Urban_Environment
NaN,simula,VBTS_CCP,O
NaN,kain,VBAF,O
Sentence: 542,hablot,VBTS,O
NaN,botom,FW,O
NaN,buntot,NNC,Humans_Body
NaN,hila,VBOF,O
NaN,nang,RBW,O
NaN,lakas,JJD,O
Sentence: 543,labas,VBAF,O
NaN,diyan,PRL,O
NaN,balik,VBAF,O
NaN,tahanan,NNC,Objects
NaN,mo,PRS,O
NaN,sigaw,NNC,O
Sentence: 544,takbo,VBAF,O
NaN,mga,DTCP,O
NaN,magulang,NNC,Humans_Body
NaN,botom,FW,O
NaN,pasok,VBTF,O
NaN,hinto,VBOF,O
Sentence: 545,wawa,JJD_CCP,O
NaN,elepante,NNC,Animals
NaN,bigkas,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,ina,NNC,Humans_Body
Sentence: 546,gutom,JJD,O
NaN,gutom,NNC,O
NaN,wala,VBTR,O
Sentence: 547,suma,VBAF,O
NaN,ayon,RBR,O
NaN,kaniya,PRSP_CCP,O
NaN,ama,NNC,Humans_Body
Sentence: 548,tayo,PRP_CCP,Humans_Body
NaN,makipagkaibigan,VBW,O
NaN,elepanteng,NNC_CCP,Animals
Sentence: 549,tawag,VBTF,O
NaN,natin,PRP,Humans_Body
NaN,siya,PRS_CCP,O
NaN,sakor,NNC,O
Sentence: 550,botom,FW,O
NaN,inggit,VBTR,O
NaN,atensiyon,NNC,O
NaN,sarap,JJD,O
NaN,kaing,NNC_CCP,O
NaN,bigay,VBTR,O
NaN,mga,DTCP,O
NaN,magulang,NNC,Humans_Body
NaN,kay,DTP,O
NaN,sakor,NNC,O
Sentence: 551,punta,VBAF,O
NaN,botom,FW,O
NaN,sunod,RBD,O
NaN,nang,RBD,O
NaN,sunod,RBD,O
NaN,sakor,NNC,O
NaN,sya,PRS,O
NaN,isa,PRI_CCP,O
NaN,peste,NNC,O
NaN,isip,VBTS,O
NaN,botom,FW,O
NaN,makauuwi,FW,O
NaN,gubat,NNC,Natural_Environment
Sentence: 552,isip,VBTS,O
NaN,botom,FW,O
NaN,lupit,JJD,O
NaN,kay,DTP,O
NaN,sakor,FW,O
NaN,baka,RBM,Animals
NaN,alis,VBAF,O
NaN,bahay,NNC,Urban_Environment
Sentence: 553,lagay,VBTS,O
NaN,paminta,NNC,Objects
NaN,katawan,NNC,Humans_Body
NaN,bahing,VBAF,O
NaN,biruin,CCT,O
NaN,langgam,NNC,Animals
NaN,takot,VBW,O
Sentence: 554,isa,PRI_CCP,O
NaN,umaga,RBW,Natural_Environment
NaN,nagustuhan,VBTS,O
NaN,botom,FW,O
NaN,baon,FW,Objects
NaN,bayabas,FW,Objects
NaN,paaralan,NNC,Urban_Environment
Sentence: 555,hindi,RBF,O
NaN,kaya,RBD_CCP,O
NaN,abutin,VBOF,O
NaN,bata,JJD_CCP,Humans_Body
NaN,elepante,NNC,Animals
NaN,kuha,VBAF,O
NaN,isa,PRI,O
NaN,gamit,VBS,Objects
NaN,nguso,NNC,Humans_Body
NaN,kaniya,PRSP,O
Sentence: 556,sorpresa,VBTS,O
NaN,botom,NNC,O
Sentence: 557,dami,PRI_CCP,O
NaN,salamat,RBS,O
Sentence: 558,huli,VBTF,O
NaN,ako,PRS,Humans_Body
NaN,paaralan,NNC,Urban_Environment
Sentence: 559,sigaw,VBAF,O
NaN,kaniya,PRSP_CCP,O
NaN,ina,NNC,Humans_Body
NaN,bakit,PRQ,O
NaN,hindi,RBF,O
NaN,sakay,VBAF,O
NaN,kay,DTP,O
NaN,sakor,FW,O
NaN,tungo,RBL,O
NaN,paaralan,NNC,Urban_Environment
Sentence: 560,tulong,NNC,O
NaN,nakarating,VBTS,O
NaN,tama,JJD_CCP,O
NaN,oras,NNC,Objects
NaN,botom,FW,O
NaN,paaralan,NNC,Urban_Environment
Sentence: 561,simula,RBW,O
NaN,araw,RBW,Natural_Environment
NaN,araw,RBW,Natural_Environment
NaN,punta,VBTR_VBAF,O
NaN,paaralan,NNC,Urban_Environment
NaN,sakor,NNC,O
Sentence: 562,tuwang,JJN_CCP,O
NaN,tuwa,NNC,O
NaN,botom,FW,O
NaN,kaniya,PRSP_CCP,O
NaN,mga,DTCP,O
NaN,kaibigan,NNC,Humans_Body
NaN,pakikipaglaro,NNC,O
NaN,kaniya,PRSP,O
Sentence: 563,hila,JJD,O
NaN,lubid,NNC,Objects
Sentence: 564,lukso,VBAF,O
NaN,lubid,NNC,Objects
Sentence: 565,dulas,NNC,O
Sentence: 566,piko,NNC,O
Sentence: 567,sumali,VBAF,O
NaN,klase,NNC,O
NaN,isa,PRI_CCP,O
NaN,araw,NNC,Natural_Environment
NaN,tano,VBTS,O
NaN,guro,NNC,Humans_Body
NaN,botom,FW,O
NaN,ninyo,PRO_CCP,O
NaN,laki,NNC,O
NaN,niyo,PRP,O
Sentence: 568,sagot,VBAF,O
NaN,botom,FW,O
NaN,tagapangalaga,NNC,Humans_Body
NaN,gubat,NNC,Natural_Environment
NaN,matulungan,VBW,O
NaN,mga,DTCP,O
NaN,elepante,NNC,Animals
NaN,bantay,VBW,Humans_Body
NaN,lupa,NNC,Natural_Environment
Sentence: 569,nang,RBW,O
NaN,bigla,RBD_CCP,O
NaN,lakas,JJD,O
NaN,ingay,NNC,O
NaN,labas,NNC,O
Sentence: 570,whoom,FW,O
NaN,whoom,FW,O
Sentence: 571,labas,VBAF,O
NaN,laman,VBW,O
NaN,nangyayari,VBTR,O
Sentence: 572,kaniya,PRSP_CCP,O
NaN,ina,NNC,Humans_Body
NaN,sakor,NNC,O
Sentence: 573,oras,NNC,Objects
NaN,balik,VBAF,O
NaN,gubat,NNC,Natural_Environment
Sentence: 574,lungkot,JJD,O
NaN,botom,FW,O
NaN,paalam,VBTS,O
NaN,alam,VBS,O
NaN,igi,VBTF,O
NaN,saya,JJD,Objects
NaN,kaniya,PRSP_CCP,O
NaN,kaibigan,NNC,Humans_Body
NaN,balik,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,tahanan,NNC,Objects
NaN,pamilya,NNC,Humans_Body
Sentence: 575,lungkot,JJD,O
NaN,kaniya,PRSP_CCP,O
NaN,alis,NNC,O
NaN,lalo,JJCC,O
NaN,ngayong,RBW_CCP,O
NaN,botom,FW,O
NaN,bait,JJD,O
NaN,rin,RBI,O
NaN,kaniya,PRSP,O
Sentence: 576,pinaalalahanan,VBTS,O
NaN,kaniya,PRSP_CCP,O
NaN,ina,NNC,Humans_Body
NaN,ari,VBS,O
NaN,siya,PRS_CCP,O
NaN,balik,VBAF,O
NaN,bisita,VBAF,Humans_Body
NaN,puno,JJD,O
NaN,botom,FW,O
NaN,makipagkaibigan,VBW,O
NaN,mga,DTCP,O
NaN,elepante,NNC,Animals
Sentence: 577,espesyal,JJD,O
NaN,tambol,NNC,Objects
Sentence: 578,bali,VBTS,O
NaN,binti,NNC,Humans_Body
NaN,ares,RBR,O
NaN,pinsala,NNC_CCP,O
NaN,iniwan,VBOF,O
NaN,lindol,NNC,Natural_Environment
Sentence: 579,hindi,RBF,O
NaN,lakad,VBW,O
NaN,punta,VBW,O
Sentence: 580,buti,RBD,O
NaN,siya,PRS_CCP,O
NaN,papel,NNC,Objects
NaN,mga,DTCP,O
NaN,pangkulay,JJD,O
Sentence: 581,nang,RBW,O
NaN,simula,RBD_CCP,O
NaN,guhit,VBAF,O
NaN,ares,NNC,O
Sentence: 582,bam,FW,O
NaN,bam,FW,O
NaN,bonk,FW,O
NaN,bonk,FW,O
NaN,hindi,RBF,O
NaN,intan,NNC,O
NaN,yata,RBM,O
NaN,yon,PRO,O
Sentence: 583,naman,RBI,O
NaN,yung,PRO,O
NaN,tunog,VBTR,O
Sentence: 584,hindi,RBF,O
NaN,pigil,VBW,O
NaN,kaniya,PRSP_CCP,O
Sentence: 585,intaaaan,VBOF,O
NaN,tawag,VBS,O
NaN,ares,FW,O
NaN,kaniya,PRSP_CCP,O
NaN,kapatid,NNC,Humans_Body
NaN,babae,NNC,Humans_Body
Sentence: 586,kunwari,VBTR,O
NaN,intan,NNC,O
NaN,hindi,RBF,O
NaN,rinig,VBTS,O
Sentence: 587,tuloy,VBTS,O
NaN,palo,NNC,O
NaN,isa,PRI_CCP,O
NaN,timba,NNC,Objects
Sentence: 588,intaaaaannnn,VBTR,O
Sentence: 589,mas,JJCC,O
NaN,lakas,JJD,O
NaN,kaniya,PRSP_CCP,O
NaN,sigaw,NNC,O
Sentence: 590,hinto,VBW,O
NaN,kapatid,NNC,Humans_Body
NaN,sinubukan,VBOF,O
NaN,ares,FW,O
NaN,batuhin,FW,O
NaN,intan,FW,O
NaN,bola,NNC_CCP,Objects
NaN,papel,NNC,Objects
Sentence: 591,hindi,RBF,O
NaN,rin,RBI,O
NaN,tigil,VBAF,O
NaN,intan,NNC,O
Sentence: 592,siguro,RBM,O
NaN,pansin,VBTF,O
NaN,ako,PRS,Humans_Body
Sentence: 593,tapon,VBOF,O
NaN,ares,FW,O
NaN,kaniya,PRSP_CCP,O
NaN,lapis,NNC,Objects
NaN,kama,NNC,Objects
NaN,intan,NNC,O
Sentence: 594,aaargh,FW,O
NaN,lakas,RBD,O
NaN,nang,RBD,O
NaN,lakas,RBD,O
NaN,tunog,NNC,O
Sentence: 595,kling,FW,O
NaN,kling,FW,O
NaN,klak,FW,O
NaN,klak,FW,O
NaN,sigaw,VBTR_VBAF,O
NaN,intan,NNC,O
NaN,yay,NNC,O
NaN,yay,NNC,O
Sentence: 596,simula,VBTS,O
NaN,ring,RBI_CCP,O
NaN,sigaw,VBTF_VBAF,O
NaN,iba,PRI_CCP,O
NaN,mga,DTCP,O
NaN,bata,NNC,Humans_Body
Sentence: 597,yay,FW,O
NaN,yay,FW,O
NaN,bam,FW,O
NaN,bang,RBI_CCP,O
NaN,klik,FW,O
NaN,klak,FW,O
NaN,yaya,FW,Humans_Body
NaN,intan,FW,O
NaN,ares,FW,O
NaN,sumali,VBAF,O
Sentence: 598,tap,NNC,O
Sentence: 599,tap,NNC,O
Sentence: 600,bahagya,RBD_CCP,O
NaN,tapik,VBOF,O
NaN,ares,FW,O
NaN,gilid,JJD,O
NaN,kaniya,PRSP_CCP,O
NaN,higaan,NNC,Objects
Sentence: 601,yeheyyyyyyyyyyy,VBTR,O
NaN,palakpak,VBAF,O
NaN,alak,VBTS,Objects
NaN,kay,DTP,O
NaN,ares,NNP,O
Sentence: 602,bigay,VBTS,O
NaN,senyas,NNC,O
NaN,intan,NNC,O
NaN,gamit,VBS,Objects
NaN,kaniya,PRSP_CCP,O
NaN,mga,DTCP,O
NaN,kamay,NNC,Humans_Body
Sentence: 603,pagkakataong,NNC_CCP,O
NaN,sabay,RBD,O
NaN,sabay,RBD,O
NaN,palakpak,VBAF,O
Sentence: 604,bing,VBOF_CCP,O
NaN,bang,RBM,O
NaN,plik,NNC,O
NaN,plak,NNC,O
NaN,tik,NNC,O
NaN,tak,NNC,O
NaN,klip,NNC,Objects
NaN,klap,NNC,O
NaN,pangunguna,JJD,O
NaN,intan,VBOF,O
NaN,likha,VBTS,O
NaN,mas,JJCC,O
NaN,dami,PRI_CCP,O
NaN,tunog,NNC,O
NaN,isa,PRI_CCP,O
NaN,musika,NNC,O
Sentence: 605,proyekto,NNC_CCP,O
NaN,likha,NNC,O
NaN,aklat,NNC,Objects
NaN,tampok,VBTR,O
NaN,mga,DTCP,O
NaN,tangi,JJD_CCP,O
NaN,bai,NNC,O
NaN,pangunahing,JJD_CCP,O
NaN,tauhan,NNC,Humans_Body
NaN,kuwento,NNC,O
NaN,kinabibilangan,VBTR,O
NaN,mga,DTCP,O
NaN,babae,JJD_CCP,Humans_Body
NaN,manunulat,NNC,Humans_Body
NaN,illustrador,FW,Humans_Body
NaN,tagapatnugot,FW,Humans_Body
NaN,guhit,NNC,O
Sentence: 606,aklat,NNC,Objects
NaN,mga,DTCP,O
NaN,sanay,NNC,O
NaN,pagtutulungan,NNC,O
NaN,litara,NNC,O
NaN,foundation,FW,O
NaN,asia,FW,Natural_Environment
NaN,foundation,FW,O
NaN,suportado,JJD,O
NaN,estee,FW,O
NaN,lauder,FW,O
NaN,companies,FW,O
Sentence: 607,sanay,VBW,O
NaN,pang,RBI_CCP,O
NaN,propesyunal,JJD,Humans_Body
NaN,sulo,NNC,O
NaN,guhit,NNC,O
NaN,akda,NNC,Objects
NaN,aklat,NNC,Objects
NaN,isinagawa,VBTS,O
NaN,litara,FW,O
NaN,foundation,FW,O
Sentence: 608,isa,PRI_CCP,O
NaN,umaga,RBW,Natural_Environment
NaN,rara,NNC,O
NaN,basa,VBTR,O
NaN,kaniya,PRSP_CCP,O
NaN,paborito,JJD_CCP,O
NaN,aklat,NNC,Objects
Sentence: 609,bigla,RBD,O
NaN,siya,PRS_CCP,O
NaN,rinig,VBTS,O
NaN,isa,PRI_CCP,O
NaN,ingay,NNC,O
Sentence: 610,roaaaaar,FW,O
NaN,kukis,FW,O
NaN,dadalhin,VBTF,O
NaN,mga,DTCP,O
NaN,tore,NNC,Objects
NaN,sabi,NNC,O
Sentence: 611,yan,PRO,O
NaN,bakit,PRQ,O
NaN,kaka,VBTR_VBAF,O
NaN,kaniya,PRSP_CCP,O
NaN,paborito,JJD_CCP,O
NaN,kukis,NNC,O
Sentence: 612,gusto,VBS_CCP,O
NaN,bawi,VBOF,O
NaN,rara,FW,O
NaN,kaniya,PRSP_CCP,O
NaN,kukis,NNC,O
NaN,sinundan,VBOF,O
NaN,laglag,VBTS,O
NaN,mga,DTCP,O
NaN,pira,FW,O
NaN,piraso,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,silid,NNC,Urban_Environment
Sentence: 613,loob,JJD,O
NaN,tuklas,VBTS,O
NaN,isa,PRI_CCP,O
NaN,nakamamanghang,VBTR_CCP,O
NaN,gubat,NNC,Natural_Environment
Sentence: 614,una,CDB,O
NaN,rara,NNC,O
NaN,halimaw,NNC,Animals
NaN,tawid,NNC,O
NaN,lati,NNC,O
Sentence: 615,tahimik,JJD,O
NaN,sinundan,VBOF,O
Sentence: 616,rara,FW,O
NaN,lundag,VBTS,O
NaN,lundag,NNC,O
NaN,iwas,VBW,O
NaN,tubig,NNC,Natural_Environment
Sentence: 617,layo,JJD,O
NaN,halimaw,NNC,Animals
Sentence: 618,umaakyat,VBTR,O
NaN,burol,NNC,Natural_Environment
NaN,balut,VBTR,Objects
NaN,puti,JJD_CCP,O
NaN,lumpo,NNC,O
Sentence: 619,napalilibutan,VBTS,O
NaN,burol,NNC,Natural_Environment
NaN,isa,PRI_CCP,O
NaN,lawa,NNC,O
NaN,mga,DTCP,O
NaN,baga,VBTR_CCP,Humans_Body
NaN,putik,NNC,Natural_Environment
NaN,rara,NNC,O
NaN,tawid,VBW,O
NaN,kipot,JJD,O
NaN,tulay,NNC,Urban_Environment
NaN,lapit,VBW,O
Sentence: 620,pansin,VBTS,O
NaN,rara,NNC,O
NaN,lambot,JJD,O
NaN,malasutla,JJD_CCP,O
NaN,lumpo,NNC,O
NaN,pom,FW,O
NaN,pom,FW,O
NaN,hinto,VBTS_VBAF,O
NaN,hinga,VBW,O
Sentence: 621,kukis,NNC,O
Sentence: 622,tawid,VBW,O
NaN,rara,NNC,O
NaN,lawa,NNC,O
NaN,tama,RBT,O
NaN,tama,RBT,O
NaN,anda,JJD_CCP,O
NaN,tuntungan,NNC,Objects
NaN,mga,DTCP,O
NaN,pom,FW,O
NaN,pom,FW,O
Sentence: 623,nang,RBW,O
NaN,tawid,VBW,O
NaN,rara,RBD,O
NaN,siya,PRS_CCP,O
NaN,isa,PRI_CCP,O
NaN,kuweba,NNC,Natural_Environment
Sentence: 624,tago,VBTS,O
NaN,loob,JJD,O
NaN,hintay,VBTR,O
NaN,taon,NNC,O
NaN,kuha,VBW,O
NaN,kukis,NNC,O
Sentence: 625,loob,JJD,O
NaN,kuweba,NNC,Natural_Environment
NaN,masdan,VBTR_VBRF,O
NaN,rara,NNC,O
NaN,halimaw,NNC,Animals
Sentence: 626,alis,VBAF,O
NaN,halimaw,NNC,Animals
NaN,labas,VBAF,O
NaN,kuweba,NNC,Natural_Environment
NaN,rara,NNC,O
Sentence: 627,nasa,RBL,O
NaN,tuktok,JJD,O
NaN,tore,NNC,Objects
NaN,kukis,NNC,O
NaN,maaabot,VBTF,O
NaN,rara,NNC,O
Sentence: 628,pato,VBRF_CCP,Animals
NaN,patong,NNC,O
NaN,rara,JJD,O
NaN,mga,DTCP,O
NaN,bato,NNC,Natural_Environment
Sentence: 629,akyat,VBAF,O
NaN,ibabaw,JJD,O
Sentence: 630,nang,RBW,O
NaN,kuha,VBW,O
NaN,mga,DTCP,O
NaN,kukis,NNC,O
Sentence: 631,raaaaaaarrrr,NNC,O
Sentence: 632,gutom,JJD,O
NaN,tatay,NNC,Humans_Body
NaN,halimaw,NNC,Animals
NaN,bigyan,VBOF,O
NaN,mo,PRS,O
NaN,ako,PRS,Humans_Body
NaN,mga,DTCP,O
NaN,kukis,NNC,O
NaN,binigyan,VBOF,O
NaN,rara,FW,O
NaN,kukis,FW,O
NaN,tatay,NNC,Humans_Body
Sentence: 633,bakit,PRQ,O
NaN,mo,PRS,O
NaN,lagay,VBOF,O
NaN,sobra,JJCS_CCP,O
NaN,taas,NNC,O
NaN,mga,DTCP,O
NaN,kukis,NNC,O
NaN,tatay,NNC,Humans_Body
Sentence: 634,hindi,RBF,O
NaN,kaka,VBW,O
NaN,dami,PRI,O
Sentence: 635,tawag,VBAF,O
NaN,nanay,NNC,Humans_Body
Sentence: 636,oras,NNC,Objects
NaN,tanghali,NNC,Natural_Environment
NaN,habang,RBW,O
NaN,kaka,VBTR_VBAF,O
NaN,tanghali,RBD,Natural_Environment
NaN,kuwento,VBTS_VBOF,O
NaN,rara,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,hindi,RBF,O
NaN,malilimutang,VBW_CCP,O
NaN,karanasan,NNC,O
Sentence: 637,kukis,JJD,O
NaN,kina,VBOF,O
NaN,panghimagas,NNC,Objects
Sentence: 638,aklat,NNC,Objects
NaN,likha,VBTS,O
NaN,gawaang,VBOF_CCP,O
NaN,katha,NNC,O
NaN,aklat,NNC,Objects
NaN,isinagawa,VBTS,O
NaN,pagtutulungan,NNC,O
NaN,litara,NNC,O
NaN,foundation,FW,O
NaN,faculty,FW,O
NaN,arts,FW,Objects
NaN,design,FW,O
NaN,bandung,FW,O
NaN,institute,FW,Urban_Environment
NaN,technology,FW,O
NaN,asia,FW,Natural_Environment
NaN,foundation,FW,O
Sentence: 639,gawa,NNC,O
NaN,unlad,JJD,O
NaN,propesyonal,JJD,O
NaN,edit,NNC,O
NaN,disenyo,VBW,O
NaN,aklat,NNC,Objects
NaN,isinagawa,VBTS,O
NaN,litara,FW,O
NaN,foundation,FW,O
Sentence: 640,litara,FW,O
NaN,foundation,FW,O
NaN,isa,PRI_CCP,O
NaN,samahang,NNC_CCP,O
NaN,hindi,RBF,O
NaN,pangkalakalan,JJD,O
NaN,layo,RBD_CCP,O
NaN,unlad,VBW,O
NaN,alam,NNC,O
NaN,mga,DTCP,O
NaN,aklat,NNC,Objects
NaN,pambata,NNC,O
NaN,indonesia,NNC,O
Sentence: 641,blag,FW,O
NaN,blag,FW,O
NaN,blag,FW,O
NaN,nagising,VBTS,O
NaN,unni,FW,O
NaN,lakas,JJD,O
NaN,ingay,NNC,O
NaN,galing,RBL,O
NaN,labas,JJD,O
NaN,dungaw,VBAF,O
NaN,bintana,NNC,Objects
Sentence: 642,mga,DTCP,O
NaN,lalaki,NNC_CCP,Humans_Body
NaN,hukay,VBTR,O
NaN,martilyo,VBTR,Objects
NaN,lapit,JJD,O
NaN,bahay,NNC,Urban_Environment
Sentence: 643,mga,DTCP,O
NaN,kapal,JJD,O
NaN,kawad,NNC,Objects
NaN,kuryente,NNC,Natural_Environment
NaN,mga,DTCP,O
NaN,poste,NNC_CCP,Objects
NaN,kahoy,JJD,Objects
NaN,ligid,NNC,O
Sentence: 644,isip,VBTR,O
NaN,unni,FW,O
NaN,tayo,VBTF,Humans_Body
NaN,bago,JJD_CCP,O
NaN,bahay,NNC,Urban_Environment
NaN,gubat,NNC,Natural_Environment
Sentence: 645,unni,RBR,O
NaN,kaniya,PRSP_CCP,O
NaN,nanay,NNC,Humans_Body
NaN,hagod,VBTR,O
NaN,kaniya,PRSP_CCP,O
NaN,uniporme,NNC,Objects
NaN,gamit,VBS,Objects
NaN,plantsa,NNC_CCP,Objects
NaN,de,FW,O
NaN,uling,NNC,Objects
Sentence: 646,nanay,NNC,Humans_Body
NaN,po,RBS,O
NaN,mga,DTCP,O
NaN,lalaki,NNC_CCP,Humans_Body
NaN,nagtatrabaho,VBTR,O
NaN,labas,JJD,O
NaN,bahay,NNC,Urban_Environment
NaN,tanong,NNC,O
NaN,unni,NNC,O
Sentence: 647,laman,VBTF,O
NaN,mo,PRS,O
NaN,rin,RBI,O
NaN,anak,NNC,Humans_Body
Sentence: 648,kain,VBOF,O
NaN,mo,PRS,O
NaN,almusal,FW,Objects
NaN,mong,PRS_CCP,O
NaN,puto,NNC,Objects
NaN,lamig,VBAF,O
NaN,sagot,NNC,O
NaN,kaniya,PRSP_CCP,O
NaN,nanay,NNC,Humans_Body
NaN,misteryosong,JJD_CCP,O
NaN,ngiti,NNC,O
Sentence: 649,mag,VBW,O
NaN,almusal,FW,Objects
NaN,suot,FW,Objects
NaN,unni,FW,O
NaN,kaniya,PRSP_CCP,O
NaN,init,JJD,O
NaN,init,NNC,O
NaN,pang,RBI_CCP,O
NaN,damit,NNC,Objects
NaN,lasok,NNC,O
Sentence: 650,paalam,RBD,O
NaN,po,RBS,O
NaN,nanay,NNC,Humans_Body
NaN,nagmamadaling,RBD_CCP,O
NaN,punta,VBTS,O
NaN,unni,RBR,O
NaN,gubat,NNC,Natural_Environment
NaN,tungo,RBL,O
NaN,tanim,NNC,O
NaN,kape,NNC,Objects
Sentence: 651,kaniya,PRSP_CCP,O
NaN,talik,JJD,O
NaN,kaibigan,NNC,Humans_Body
NaN,ammu,RBR,O
NaN,tira,VBTS,O
NaN,rito,PRL,O
Sentence: 652,ayun,PRO,O
NaN,kaway,VBTR_VBAF,O
NaN,kaniya,PRSP,O
NaN,karera,NNC,O
NaN,ammu,NNC,O
Sentence: 653,bilis,JJD,O
NaN,takbo,VBAF,O
